Version Name	Title	Urgency	Categories	Suppl. Categories	Keywords	Instructions	Date Created	Author	Authors Position	City	State/Province	Country	Transmission Reference	Headline	Credit	Source	Copyright Notice	Caption	Caption Writer	Rating
IMG_3582			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3581			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3578			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron instructing Lucy Sudweeke		1
IMG_3567			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3566			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3565			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3564			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		2
IMG_3563			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3562			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3558			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron plating as Angela Frank and Bruce Martin discuss other things		2
IMG_3557			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron plating as Angela Frank and Bruce Martin discuss other things		1
IMG_3556			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron plating as Angela Frank and Bruce Martin discuss other things		1
IMG_3555			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron plating as Angela Frank and Bruce Martin discuss other things		1
IMG_3553			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3552			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3551			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3549			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae watched by Bruce Nieman		1
IMG_3548			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3546			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	Inside the wood fired oven		1
IMG_3539			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron consults the dockets with waitress, Lucy Sudweeke		1
IMG_3535			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3534			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3532			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3529			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3528			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3526			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3523			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron assisted by waiter, Bruce Nieman		1
IMG_3522			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron assisted by waiter, Bruce Nieman		1
IMG_3516			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron assisted by waiter, Bruce Nieman		1
IMG_3515			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron assisted by waiter, Bruce Nieman		1
IMG_3512			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron assisted by waiter, Bruce Nieman		1
IMG_3511			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3506			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3502			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3501			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3499			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3498			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3497			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3496			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3492			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3490			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3489			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3488			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3486			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		2
IMG_3485			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3484			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3483			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3482			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		2
IMG_3481			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3480			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3479			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3478			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3476			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3473			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig, Bruce Nieman in the background		1
IMG_3471			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3470			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3469			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3468			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3467			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3466			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3465			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3460			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3459			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3455			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron at the wood fired bakers oven		1
IMG_3453			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron at the wood fired bakers oven		1
IMG_3451			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron at the wood fired bakers oven		1
IMG_3448			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3446			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3445			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3443			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3437			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3436			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3430			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3426			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3425			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3423			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3419			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3418			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3417			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		2
IMG_3412			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3410			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3409			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron with his assistant cook, Angela Frank		1
IMG_3405			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3402			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3400			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George's wife Di momentarily in the kitchen		1
IMG_3390			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3386			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3384			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron, the dockets and waitress, Ingrid Von Diebig		1
IMG_3383			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
IMG_3379			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae with his assistant cook, Angela Frank		1
IMG_3378			chefs sunnybrae biron_george		chefs										Tony Knox		&copy Miettas 2009	George Biron doing Sunday lunch at Sunnybrae		1
